02000000-22000000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space]
71dc4000-71dc5000 r-xp 00004000 fd:02 1396                               /system/framework/arm64/boot-oplus-fwk.oat
71dc5000-71dc8000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
71dc8000-71dc9000 rw-p 00000000 fd:02 1424                               /system/framework/boot-oplus-fwk.vdex
71dc9000-71dcc000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
71dcc000-71dd0000 r--p 00000000 fd:02 1357                               /system/framework/arm64/boot-WfdCommon.oat
71dd0000-71dd1000 rw-p 00000000 fd:02 1411                               /system/framework/boot-WfdCommon.vdex
71dd1000-71dd4000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
71dd4000-71e04000 r--p 00000000 fd:02 1366                               /system/framework/arm64/boot-core-icu4j.oat
71e04000-71ec9000 r-xp 00030000 fd:02 1366                               /system/framework/arm64/boot-core-icu4j.oat
71ec9000-71ecc000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
71ecc000-71ecd000 rw-p 00000000 00:00 0                                  [anon:.bss]
71ecd000-71ed0000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
71ed0000-71ed9000 rw-p 00000000 fd:02 1414                               /system/framework/boot-core-icu4j.vdex
71ed9000-71edc000 ---p 00000000 00:00 0                                  [anon:dalvik-Boot image reservation]
71edc000-728fc000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-framework-adservices.art]
728fc000-72918000 r--p 00000000 fd:02 1375                               /system/framework/arm64/boot-framework-adservices.oat
72918000-72950000 rw-p 00000000 fd:02 1417                               /system/framework/boot-framework-adservices.vdex
72950000-72ffb000 rw-p 00000000 00:00 0                                  [anon:dalvik-zygote space]
72ffb000-72ffd000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
72ffd000-75951000 ---p 00000000 00:00 0                                  [anon:dalvik-non moving space]
75951000-76950000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
ebad6000-ebad7000 ---p 00000000 00:00 0                                  [anon:dalvik-Sentinel fault page]
57d4ead000-57d4eaf000 r--p 00000000 fd:02 224                            /system/bin/app_process64
57d4eaf000-57d4eb1000 r-xp 00002000 fd:02 224                            /system/bin/app_process64
57d4eb1000-57d4eb2000 r--p 00004000 fd:02 224                            /system/bin/app_process64
57d4eb2000-57d4eb3000 rw-p 00005000 fd:02 224                            /system/bin/app_process64
7800000000-7840000000 rw-p 00000000 00:00 0                              [anon:dalvik-LinearAlloc]
7840000000-7880000000 rw-p 00000000 00:00 0                              [anon:dalvik-LinearAlloc]
789de52000-789ecc0000 ---p 00000000 00:00 0 
789ecc0000-789ecc4000 rw-p 00000000 00:00 0 
789ecc4000-789ee52000 ---p 00000000 00:00 0 
789ee52000-78dee52000 ---p 00000000 00:00 0                              [anon:libwebview reservation]
78dee52000-78defc7000 r--p 00000000 fd:13 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
78defc7000-78df4bc000 r-xp 00175000 fd:13 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
78df4bc000-78df4df000 r--p 0066a000 fd:13 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
78df4df000-78df4e1000 rw-p 0068d000 fd:13 68                             /apex/com.android.tethering/lib64/libmainlinecronet.141.0.7340.3.so
78df4e1000-78df4ea000 rw-p 00000000 00:00 0                              [anon:.bss]
78df600000-78e0200000 ---p 00000000 00:00 0 
78e0200000-78e0279000 r--p 00000000 fd:13 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
78e0279000-78e02e0000 --xp 00079000 fd:13 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
78e02e0000-78e038b000 r-xp 000e0000 fd:13 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
78e038b000-78e039b000 r--p 0018b000 fd:13 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
78e039b000-78e039c000 rw-p 0019b000 fd:13 75                             /apex/com.android.tethering/lib64/stable_cronet_libcrypto.so
78e039c000-78e03a4000 rw-p 00000000 00:00 0                              [anon:.bss]
78e0400000-78e0800000 ---p 00000000 00:00 0 
78e08ba000-78e09a2000 r--p 00000000 fd:04 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
78e09a2000-78e0cd2000 r-xp 000e8000 fd:04 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
78e0cd2000-78e0cdc000 r--p 00418000 fd:04 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
78e0cdc000-78e0ce5000 rw-p 00421000 fd:04 11112491                       /vendor/lib64/egl/libGLESv2_adreno.so
78e0ce5000-78e0d01000 rw-p 00000000 00:00 0                              [anon:.bss]
78e0d82000-78e0da7000 r--p 00000000 fd:13 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
78e0da7000-78e0dfb000 r-xp 00025000 fd:13 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
78e0dfb000-78e0dfe000 r--p 00079000 fd:13 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
78e0dfe000-78e0dff000 rw-p 0007c000 fd:13 77                             /apex/com.android.tethering/lib64/stable_cronet_libssl.so
78e0e00000-78e1400000 ---p 00000000 00:00 0 
78e1404000-78e157e000 r--p 00000000 fd:04 10996224                       /vendor/lib64/libllvm-glnext.so
78e157e000-78e217d000 r-xp 0017a000 fd:04 10996224                       /vendor/lib64/libllvm-glnext.so
78e217d000-78e21b8000 r--p 00d79000 fd:04 10996224                       /vendor/lib64/libllvm-glnext.so
78e21b8000-78e21c0000 rw-p 00db3000 fd:04 10996224                       /vendor/lib64/libllvm-glnext.so
78e21c0000-78e21f2000 rw-p 00000000 00:00 0                              [anon:.bss]
78e2200000-78e4200000 ---p 00000000 00:00 0 
78e4239000-78e42f5000 r--p 00000000 fd:04 10996015                       /vendor/lib64/libgsl.so
78e42f5000-78e4441000 r-xp 000bc000 fd:04 10996015                       /vendor/lib64/libgsl.so
78e4441000-78e4442000 r--p 00208000 fd:04 10996015                       /vendor/lib64/libgsl.so
78e4442000-78e4443000 rw-p 00208000 fd:04 10996015                       /vendor/lib64/libgsl.so
78e4443000-78e4445000 rw-p 00000000 00:00 0                              [anon:.bss]
78e4495000-78e4496000 r--p 00000000 fd:02 2712                           /system/lib64/libwebviewchromium_loader.so
78e4496000-78e4497000 r-xp 00001000 fd:02 2712                           /system/lib64/libwebviewchromium_loader.so
78e4497000-78e4498000 r--p 00002000 fd:02 2712                           /system/lib64/libwebviewchromium_loader.so
78e4498000-78e4499000 rw-p 00000000 00:00 0                              [anon:.bss]
78e44c7000-78e44e7000 r--p 00000000 fd:13 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
78e44e7000-78e453a000 r-xp 00020000 fd:13 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
78e453a000-78e453d000 r--p 00073000 fd:13 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
78e453d000-78e453e000 rw-p 00076000 fd:13 76                             /apex/com.android.tethering/lib64/stable_cronet_libpki.so
78e453e000-78e453f000 rw-p 00000000 00:00 0                              [anon:.bss]
78e4562000-78e4567000 r--p 00000000 fd:02 2398                           /system/lib64/libcompiler_rt.so
78e4567000-78e456f000 r-xp 00005000 fd:02 2398                           /system/lib64/libcompiler_rt.so
78e456f000-78e4570000 r--p 0000d000 fd:02 2398                           /system/lib64/libcompiler_rt.so
78e4594000-78e459a000 r--p 00000000 fd:04 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
78e459a000-78e45a4000 r-xp 00006000 fd:04 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
78e45a4000-78e45a6000 r--p 00010000 fd:04 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
78e45a6000-78e45a7000 rw-p 00011000 fd:04 11112479                       /vendor/lib64/egl/eglSubDriverAndroid.so
78e45cd000-78e45d9000 r--p 00000000 fd:04 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
78e45d9000-78e45e6000 r-xp 0000c000 fd:04 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
78e45e6000-78e45e9000 r--p 00019000 fd:04 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
78e45e9000-78e45ea000 rw-p 0001c000 fd:04 10999010                       /vendor/lib64/vendor.qti.hardware.display.mapper@2.0.so
78e4600000-78e5200000 ---p 00000000 00:00 0 
78e5245000-78e5256000 r--p 00000000 fd:04 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
78e5256000-78e527d000 r-xp 00011000 fd:04 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
78e527d000-78e527e000 r--p 00038000 fd:04 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
78e527e000-78e527f000 rw-p 00038000 fd:04 11112485                       /vendor/lib64/egl/libGLESv1_CM_adreno.so
78e527f000-78e5280000 rw-p 00000000 00:00 0                              [anon:.bss]
78e52a6000-78e52ad000 r--p 00000000 fd:04 10994281                       /vendor/lib64/libadreno_utils.so
78e52ad000-78e52b9000 r-xp 00007000 fd:04 10994281                       /vendor/lib64/libadreno_utils.so
78e52b9000-78e52ba000 r--p 00013000 fd:04 10994281                       /vendor/lib64/libadreno_utils.so
78e52ba000-78e52bb000 rw-p 00013000 fd:04 10994281                       /vendor/lib64/libadreno_utils.so
78e52bb000-78e52bd000 rw-p 00000000 00:00 0                              [anon:.bss]
78e52e1000-78e52e6000 r--p 00000000 fd:04 11112482                       /vendor/lib64/egl/libEGL_adreno.so
78e52e6000-78e52ea000 r-xp 00005000 fd:04 11112482                       /vendor/lib64/egl/libEGL_adreno.so
78e52ea000-78e52eb000 r--p 00009000 fd:04 11112482                       /vendor/lib64/egl/libEGL_adreno.so
78e52eb000-78e52ec000 rw-p 00009000 fd:04 11112482                       /vendor/lib64/egl/libEGL_adreno.so
78e530c000-78e5314000 r--p 00000000 fd:04 10998651                       /vendor/lib64/libz.so
78e5314000-78e5324000 r-xp 00008000 fd:04 10998651                       /vendor/lib64/libz.so
78e5324000-78e5325000 r--p 00018000 fd:04 10998651                       /vendor/lib64/libz.so
78e5325000-78e5326000 rw-p 00000000 00:00 0                              [anon:.bss]
78e5350000-78e5390000 r--p 00000000 fd:04 10996070                       /vendor/lib64/libhidlbase.so
78e5390000-78e53f2000 r-xp 00040000 fd:04 10996070                       /vendor/lib64/libhidlbase.so
78e53f2000-78e53fd000 r--p 000a2000 fd:04 10996070                       /vendor/lib64/libhidlbase.so
78e53fd000-78e53fe000 rw-p 000ad000 fd:04 10996070                       /vendor/lib64/libhidlbase.so
78e5408000-78e5483000 r--p 00000000 fd:04 10994816                       /vendor/lib64/libc++.so
78e5483000-78e5486000 ---p 00000000 00:00 0 
78e5486000-78e5512000 r-xp 0007a000 fd:04 10994816                       /vendor/lib64/libc++.so
78e5512000-78e5515000 ---p 00000000 00:00 0 
78e5515000-78e551d000 r--p 00105000 fd:04 10994816                       /vendor/lib64/libc++.so
78e551d000-78e5520000 ---p 00000000 00:00 0 
78e5520000-78e5521000 rw-p 0010c000 fd:04 10994816                       /vendor/lib64/libc++.so
78e5521000-78e5528000 rw-p 00000000 00:00 0                              [anon:.bss]
78e5587000-78e5595000 r--p 00000000 fd:04 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
78e5595000-78e55a4000 r-xp 0000e000 fd:04 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
78e55a4000-78e55a7000 r--p 0001d000 fd:04 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
78e55a7000-78e55a8000 rw-p 00020000 fd:04 10999020                       /vendor/lib64/vendor.qti.hardware.display.mapper@4.0.so
78e55cf000-78e55d9000 r--p 00000000 fd:04 11241663                       /vendor/lib64/hw/android.hardware.graphics.mapper@4.0-impl-qti-display.so
78e55d9000-78e55e1000 r-xp 0000a000 fd:04 11241663                       /vendor/lib64/hw/android.hardware.graphics.mapper@4.0-impl-qti-display.so
78e55e1000-78e55e3000 r--p 00012000 fd:04 11241663                       /vendor/lib64/hw/android.hardware.graphics.mapper@4.0-impl-qti-display.so
78e55e3000-78e55e4000 rw-p 00000000 00:00 0                              [anon:.bss]
78e5600000-78e6a00000 ---p 00000000 00:00 0 
78e6a44000-78e6a50000 r--p 00000000 fd:04 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
78e6a50000-78e6a5e000 r-xp 0000c000 fd:04 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
78e6a5e000-78e6a60000 r--p 0001a000 fd:04 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
78e6a60000-78e6a61000 rw-p 0001c000 fd:04 10993633                       /vendor/lib64/android.hardware.graphics.mapper@3.0.so
78e6a86000-78e6a8f000 r--p 00000000 fd:04 10995002                       /vendor/lib64/libcutils.so
78e6a8f000-78e6a9a000 r-xp 00009000 fd:04 10995002                       /vendor/lib64/libcutils.so
78e6a9a000-78e6a9c000 r--p 00014000 fd:04 10995002                       /vendor/lib64/libcutils.so
78e6a9c000-78e6a9d000 rw-p 00016000 fd:04 10995002                       /vendor/lib64/libcutils.so
78e6ac2000-78e6ad3000 r--p 00000000 fd:04 10999034                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.2.so
78e6ad3000-78e6ae5000 r-xp 00011000 fd:04 10999034                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.2.so
78e6ae5000-78e6ae8000 r--p 00023000 fd:04 10999034                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.2.so
78e6ae8000-78e6ae9000 rw-p 00026000 fd:04 10999034                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.2.so
78e6b19000-78e6b21000 r--p 00000000 fd:04 11241659                       /vendor/lib64/hw/android.hardware.graphics.mapper@3.0-impl-qti-display.so
78e6b21000-78e6b25000 r-xp 00008000 fd:04 11241659                       /vendor/lib64/hw/android.hardware.graphics.mapper@3.0-impl-qti-display.so
78e6b25000-78e6b27000 r--p 0000c000 fd:04 11241659                       /vendor/lib64/hw/android.hardware.graphics.mapper@3.0-impl-qti-display.so
78e6b27000-78e6b28000 rw-p 00000000 00:00 0                              [anon:.bss]
78e6b43000-78e6b4f000 r--p 00000000 fd:04 10999015                       /vendor/lib64/vendor.qti.hardware.display.mapper@3.0.so
78e6b4f000-78e6b5c000 r-xp 0000c000 fd:04 10999015                       /vendor/lib64/vendor.qti.hardware.display.mapper@3.0.so
78e6b5c000-78e6b5e000 r--p 00019000 fd:04 10999015                       /vendor/lib64/vendor.qti.hardware.display.mapper@3.0.so
78e6b5e000-78e6b5f000 rw-p 0001b000 fd:04 10999015                       /vendor/lib64/vendor.qti.hardware.display.mapper@3.0.so
78e6ba2000-78e6ba3000 r--p 00000000 fd:04 10993585                       /vendor/lib64/android.hardware.graphics.common@1.1.so
78e6ba3000-78e6ba4000 r-xp 00001000 fd:04 10993585                       /vendor/lib64/android.hardware.graphics.common@1.1.so
78e6ba4000-78e6ba5000 r--p 00002000 fd:04 10993585                       /vendor/lib64/android.hardware.graphics.common@1.1.so
78e6bfa000-78e6bfb000 r--p 00000000 fd:04 10993582                       /vendor/lib64/android.hardware.graphics.common@1.0.so
78e6bfb000-78e6bfc000 r-xp 00001000 fd:04 10993582                       /vendor/lib64/android.hardware.graphics.common@1.0.so
78e6bfc000-78e6bfd000 r--p 00002000 fd:04 10993582                       /vendor/lib64/android.hardware.graphics.common@1.0.so
78e6c10000-78e6c20000 r--p 00000000 fd:04 10999024                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.0.so
78e6c20000-78e6c35000 r-xp 00010000 fd:04 10999024                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.0.so
78e6c35000-78e6c38000 r--p 00025000 fd:04 10999024                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.0.so
78e6c38000-78e6c39000 rw-p 00028000 fd:04 10999024                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.0.so
78e6c41000-78e6c51000 r--p 00000000 fd:04 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
78e6c51000-78e6c62000 r-xp 00010000 fd:04 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
78e6c62000-78e6c65000 r--p 00021000 fd:04 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
78e6c65000-78e6c66000 rw-p 00024000 fd:04 10999029                       /vendor/lib64/vendor.qti.hardware.display.mapperextensions@1.1.so
78e6ca3000-78e6cae000 r--p 00000000 fd:04 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
78e6cae000-78e6cba000 r-xp 0000b000 fd:04 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
78e6cba000-78e6cbc000 r--p 00017000 fd:04 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
78e6cbc000-78e6cbd000 rw-p 00019000 fd:04 10993628                       /vendor/lib64/android.hardware.graphics.mapper@2.1.so
78e6cd7000-78e6cd8000 r--p 00000000 fd:04 10996107                       /vendor/lib64/libion.so
78e6cd8000-78e6cda000 r-xp 00001000 fd:04 10996107                       /vendor/lib64/libion.so
78e6cda000-78e6cdb000 r--p 00003000 fd:04 10996107                       /vendor/lib64/libion.so
78e6cdb000-78e6cdc000 rw-p 00000000 00:00 0                              [anon:.bss]
78e6d00000-78e6d03000 r--p 00000000 fd:04 10993579                       /vendor/lib64/android.hardware.graphics.common-V7-ndk.so
78e6d03000-78e6d06000 r-xp 00003000 fd:04 10993579                       /vendor/lib64/android.hardware.graphics.common-V7-ndk.so
78e6d06000-78e6d07000 r--p 00006000 fd:04 10993579                       /vendor/lib64/android.hardware.graphics.common-V7-ndk.so
78e6d07000-78e6d08000 rw-p 00007000 fd:04 10993579                       /vendor/lib64/android.hardware.graphics.common-V7-ndk.so
78e6d56000-78e6d61000 r--p 00000000 fd:04 10993623                       /vendor/lib64/android.hardware.graphics.mapper@2.0.so
78e6d61000-78e6d6d000 r-xp 0000b000 fd:04 10993623                       /vendor/lib64/android.hardware.graphics.mapper@2.0.so
78e6d6d000-78e6d6f000 r--p 00017000 fd:04 10993623                       /vendor/lib64/android.hardware.graphics.mapper@2.0.so
78e6d6f000-78e6d70000 rw-p 00019000 fd:04 10993623                       /vendor/lib64/android.hardware.graphics.mapper@2.0.so
78e6da9000-78e6daa000 r--p 00000000 fd:04 10996051                       /vendor/lib64/libhardware.so
78e6daa000-78e6dab000 r-xp 00001000 fd:04 10996051                       /vendor/lib64/libhardware.so
78e6dab000-78e6dac000 r--p 00002000 fd:04 10996051                       /vendor/lib64/libhardware.so
78e6dc3000-78e6dd1000 r--p 00000000 fd:04 10994729                       /vendor/lib64/libbase.so
78e6dd1000-78e6df5000 r-xp 0000e000 fd:04 10994729                       /vendor/lib64/libbase.so
78e6df5000-78e6df6000 r--p 00032000 fd:04 10994729                       /vendor/lib64/libbase.so
78e6df6000-78e6df7000 rw-p 00033000 fd:04 10994729                       /vendor/lib64/libbase.so
78e6e00000-78e6e0f000 r--p 00000000 fd:04 10993638                       /vendor/lib64/android.hardware.graphics.mapper@4.0.so
78e6e0f000-78e6e23000 r-xp 0000f000 fd:04 10993638                       /vendor/lib64/android.hardware.graphics.mapper@4.0.so
